Age [ka BP]	Acc rate [cm/a] (ice-equivalent accumulation r...)	Acc rate [cm/a] (ice-equivalent accumulation r...)	Acc rate [cm/a] (ice-equivalent accumulation r...)
1.6265	17.02	17.171	16.826
1.6275	10.2	10.3	10.1
1.6285	24.96	25.189	24.683
1.6295	23.82	24.042	23.559
1.6305	24.96	25.189	24.684
1.6315	20.43	20.616	20.202
1.6325	27.23	27.482	26.931
1.6335	21.57	21.762	21.326
1.6345	28.37	28.632	28.058
1.6355	23.83	24.052	23.57
1.6365	27.25	27.493	26.942
1.6375	26.11	26.349	25.821
1.6385	21.57	21.767	21.331
1.6395	15.9	16.04	15.719
1.6405	15.9	16.043	15.721
1.6415	19.31	19.484	19.093
1.6425	24.98	25.208	24.703
1.6435	20.45	20.632	20.218
1.6445	22.72	22.923	22.464
1.6455	20.45	20.635	20.221
1.6465	20.45	20.635	20.222
1.6475	26.13	26.365	25.836
1.6485	20.45	20.639	20.226
1.6495	22.72	22.932	22.472
1.6505	17.04	17.199	16.854
1.6515	25	25.231	24.726
1.6525	18.18	18.349	17.982
1.6535	18.18	18.351	17.983
1.6545	26.15	26.385	25.857
1.6555	18.19	18.353	17.986
1.6565	21.6	21.799	21.362
1.6575	19.32	19.501	19.111
1.6585	23.88	24.093	23.61
1.6595	28.43	28.688	28.114
1.6605	22.74	22.951	22.492
1.6615	25.02	25.25	24.744
1.6625	20.47	20.657	20.244
1.6635	28.43	28.693	28.119
1.6645	21.61	21.812	21.375
1.6655	22.75	22.96	22.5
1.6665	23.89	24.107	23.625
1.6675	26.17	26.41	25.882
1.6685	22.75	22.961	22.502
1.6695	22.76	22.969	22.51
1.6705	23.9	24.114	23.632
1.6715	25.04	25.265	24.76
1.6725	23.9	24.12	23.638
1.6735	26.18	26.419	25.891
1.6745	22.77	22.978	22.518
1.6755	21.63	21.827	21.39
1.6765	19.35	19.528	19.138
1.6775	30.75	31.027	30.407
1.6785	27.33	27.575	27.024
1.6795	25.05	25.283	24.778
1.6805	19.36	19.534	19.144
1.6815	18.22	18.389	18.021
1.6825	17.09	17.242	16.897
1.6835	15.95	16.094	15.772
1.6845	22.79	22.995	22.536
1.6855	22.78	22.99	22.531
1.6865	22.79	22.996	22.536
1.6875	21.65	21.849	21.412
1.6885	21.65	21.848	21.412
1.6895	25.07	25.299	24.794
1.6905	25.07	25.304	24.799
1.6915	25.07	25.3	24.794
1.6925	23.94	24.16	23.678
1.6935	23.94	24.156	23.673
1.6945	21.66	21.858	21.422
1.6955	11.4	11.507	11.277
1.6965	18.24	18.409	18.042
1.6975	21.67	21.865	21.429
1.6985	23.95	24.165	23.682
1.6995	20.53	20.714	20.301
1.7005	27.37	27.624	27.073
1.7015	17.11	17.268	16.923
1.7025	26.24	26.476	25.948
1.7035	25.1	25.326	24.821
1.7045	21.68	21.874	21.438
1.7055	30.81	31.089	30.469
1.7065	20.54	20.728	20.315
1.7075	22.82	23.031	22.572
1.7085	20.54	20.732	20.318
1.7095	23.97	24.185	23.703
1.7105	21.69	21.887	21.451
1.7115	19.4	19.58	19.19
1.7125	26.26	26.496	25.968
1.7135	26.26	26.502	25.974
1.7145	21.69	21.891	21.455
1.7155	21.69	21.892	21.456
1.7165	22.84	23.048	22.589
1.7175	20.55	20.742	20.329
1.7185	22.84	23.054	22.595
1.7195	20.56	20.746	20.332
1.7205	28.56	28.82	28.246
1.7215	21.7	21.903	21.467
1.7225	25.13	25.363	24.858
1.7235	23.99	24.214	23.732
1.7245	25.14	25.367	24.862
1.7255	27.43	27.68	27.13
1.7265	24	24.216	23.734
1.7275	18.29	18.453	18.086
1.7285	10.3	10.4	10.2
1.7295	24	24.222	23.74
1.7305	17.15	17.305	16.96
1.7315	24.01	24.229	23.747
1.7325	25.15	25.383	24.878
1.7335	21.72	21.922	21.486
1.7345	16.01	16.157	15.835
1.7355	12.58	12.694	12.441
1.7365	19.44	19.621	19.231
1.7375	22.88	23.085	22.626
1.7385	25.17	25.398	24.892
1.7395	30.88	31.167	30.547
1.7405	24.02	24.243	23.761
1.7415	30.9	31.179	30.559
1.7425	22.88	23.091	22.632
1.7435	27.47	27.72	27.168
1.7445	20.6	20.786	20.373
1.7455	26.32	26.561	26.033
1.7465	24.04	24.261	23.778
1.7475	24.04	24.256	23.774
1.7485	20.61	20.795	20.382
1.7495	25.18	25.416	24.911
1.7505	14.88	15.02	14.722
1.7515	13.74	13.867	13.591
1.7525	17.17	17.333	16.988
1.7535	24.05	24.274	23.792
1.7545	20.61	20.802	20.389
1.7555	26.34	26.586	26.057
1.7565	26.34	26.587	26.059
1.7575	18.33	18.497	18.129
1.7585	20.62	20.812	20.398
1.7595	18.33	18.5	18.132
1.7605	25.21	25.439	24.933
1.7615	17.19	17.347	17.003
1.7625	21.77	21.974	21.537
1.7635	21.77	21.975	21.539
1.7645	19.49	19.667	19.277
1.7655	21.78	21.979	21.542
1.7665	13.76	13.883	13.608
1.7675	17.2	17.354	17.009
1.7685	27.51	27.768	27.216
1.7695	22.94	23.147	22.687
1.7705	20.64	20.829	20.416
1.7715	12.62	12.734	12.481
1.7725	18.35	18.519	18.151
1.7735	25.23	25.462	24.956
1.7745	10.3	10.4	10.2
1.7755	18.35	18.52	18.152
1.7765	19.51	19.686	19.296
1.7775	27.53	27.788	27.236
1.7785	14.92	15.054	14.756
1.7795	20.66	20.847	20.433
1.7805	9.18	9.27	9.08
1.7815	39.02	39.385	38.603
1.7825	21.81	22.009	21.572
1.7835	24.1	24.327	23.844
1.7845	19.52	19.699	19.308
1.7855	24.11	24.33	23.848
1.7865	25.26	25.495	24.989
1.7875	20.67	20.858	20.444
1.7885	24.12	24.34	23.857
1.7895	22.97	23.181	22.721
1.7905	31.01	31.295	30.674
1.7915	25.27	25.503	24.997
1.7925	29.87	30.147	29.549
1.7935	20.68	20.868	20.454
1.7945	22.98	23.194	22.734
1.7955	19.53	19.715	19.324
1.7965	26.43	26.671	26.142
1.7975	21.84	22.039	21.602
1.7985	19.54	19.719	19.328
1.7995	28.74	29.003	28.428
1.8005	21.84	22.042	21.604
1.8015	17.24	17.402	17.057
1.8025	16.09	16.244	15.922
1.8035	17.25	17.405	17.06
1.8045	28.75	29.015	28.44
1.8055	24.15	24.374	23.891
1.8065	26.45	26.693	26.163
1.8075	17.26	17.416	17.071
1.8085	23	23.215	22.754
1.8095	31.06	31.351	30.73
1.8105	25.31	25.543	25.037
1.8115	23.01	23.22	22.76
1.8125	25.32	25.55	25.044
1.8135	26.47	26.712	26.182
1.8145	23.01	23.226	22.766
1.8155	26.47	26.72	26.19
1.8165	21.87	22.071	21.634
1.8175	21.87	22.076	21.638
1.8185	19.57	19.749	19.358
1.8195	27.63	27.888	27.336
1.8205	25.33	25.567	25.061
1.8215	33.39	33.698	33.031
1.8225	29.94	30.222	29.623
1.8235	25.34	25.571	25.064
1.8245	19.58	19.762	19.371
1.8255	24.19	24.414	23.931
1.8265	21.89	22.09	21.652
1.8275	23.04	23.254	22.794
1.8285	24.2	24.421	23.937
1.8295	17.28	17.442	17.097
1.8305	26.5	26.749	26.22
1.8315	27.66	27.916	27.364
1.8325	20.75	20.939	20.524
1.8335	19.6	19.777	19.386
1.8345	19.59	19.775	19.384
1.8355	18.45	18.618	18.25
1.8365	24.21	24.434	23.95
1.8375	20.76	20.949	20.534
1.8385	29.98	30.259	29.66
1.8395	27.68	27.935	27.382
1.8405	23.07	23.28	22.819
1.8415	19.61	19.79	19.399
1.8425	23.07	23.281	22.82
1.8435	19.61	19.796	19.405
1.8445	24.23	24.45	23.967
1.8455	19.62	19.8	19.408
1.8465	25.38	25.62	25.113
1.8475	20.77	20.963	20.548
1.8485	21.93	22.133	21.695
1.8495	23.08	23.295	22.834
1.8505	27.71	27.964	27.411
1.8515	23.08	23.299	22.838
1.8525	21.93	22.138	21.7
1.8535	23.09	23.309	22.848
1.8545	31.17	31.463	30.841
1.8555	21.94	22.146	21.708
1.8565	24.25	24.475	23.992
1.8575	21.94	22.147	21.71
1.8585	20.79	20.988	20.574
1.8595	20.79	20.984	20.569
1.8605	21.95	22.156	21.718
1.8615	9.24	9.33	9.14
1.8625	16.18	16.328	16.005
1.8635	26.58	26.824	26.294
1.8645	24.27	24.495	24.012
1.8655	18.49	18.663	18.295
1.8665	25.43	25.663	25.156
1.8675	23.12	23.334	22.873
1.8685	37	37.34	36.603
1.8695	28.9	29.17	28.594
1.8705	23.12	23.336	22.876
1.8715	19.66	19.843	19.452
1.8725	26.6	26.845	26.315
1.8735	20.82	21.012	20.597
1.8745	25.44	25.681	25.174
1.8755	24.29	24.515	24.031
1.8765	19.67	19.852	19.46
1.8775	21.98	22.185	21.747
1.8785	25.46	25.693	25.186
1.8795	23.14	23.354	22.893
1.8805	23.14	23.36	22.899
1.8815	27.78	28.035	27.482
1.8825	26.62	26.868	26.338
1.8835	21.99	22.199	21.761
1.8845	27.78	28.039	27.486
1.8855	26.63	26.875	26.345
1.8865	27.79	28.047	27.494
1.8875	32.42	32.721	32.076
1.8885	41.68	42.072	41.243
1.8895	20.85	21.044	20.629
1.8905	24.32	24.547	24.063
1.8915	19.69	19.878	19.486
1.8925	22	22.21	21.772
1.8935	22.01	22.216	21.778
1.8945	24.33	24.561	24.077
1.8955	22.01	22.219	21.782
1.8965	27.81	28.071	27.518
1.8975	15.06	15.206	14.906
1.8985	23.18	23.392	22.932
1.8995	20.87	21.062	20.647
1.9005	30.13	30.416	29.817
1.9015	19.71	19.894	19.503
1.9025	26.66	26.911	26.381
1.9035	26.67	26.916	26.387
1.9045	26.67	26.922	26.392
1.9055	26.67	26.918	26.388
1.9065	26.68	26.927	26.397
1.9075	26.68	26.926	26.396
1.9085	26.67	26.925	26.395
1.9095	31.33	31.618	30.996
1.9105	23.2	23.416	22.956
1.9115	26.69	26.938	26.408
1.9125	30.17	30.451	29.852
1.9135	25.53	25.767	25.261
1.9145	33.65	33.97	33.302
1.9155	22.05	22.258	21.82
1.9165	17.41	17.572	17.227
1.9175	18.57	18.749	18.38
1.9185	26.7	26.951	26.422
1.9195	19.74	19.922	19.53
1.9205	17.42	17.582	17.237
1.9215	27.87	28.128	27.575
1.9225	17.42	17.584	17.238
1.9235	27.87	28.133	27.58
1.9245	25.56	25.795	25.288
1.9255	25.55	25.794	25.288
1.9265	24.4	24.626	24.143
1.9275	23.24	23.454	22.993
1.9285	29.05	29.319	28.744
1.9295	23.24	23.461	23.001
1.9305	25.57	25.805	25.299
1.9315	20.92	21.114	20.7
1.9325	23.25	23.468	23.007
1.9335	23.25	23.463	23.003
1.9345	20.93	21.126	20.712
1.9355	30.22	30.508	29.91
1.9365	26.74	26.993	26.464
1.9375	23.26	23.474	23.014
1.9385	19.77	19.956	19.565
1.9395	20.93	21.129	20.715
1.9405	31.41	31.704	31.082
1.9415	18.61	18.782	18.414
1.9425	19.78	19.965	19.574
1.9435	20.94	21.136	20.722
1.9445	20.95	21.142	20.728
1.9455	20.95	21.142	20.728
1.9465	27.93	28.189	27.637
1.9475	31.42	31.719	31.098
1.9485	30.26	30.546	29.948
1.9495	26.77	27.024	26.495
1.9505	20.96	21.152	20.738
1.9515	22.12	22.327	21.89
1.9525	22.12	22.332	21.895
1.9535	26.78	27.03	26.501
1.9545	22.13	22.333	21.896
1.9555	24.46	24.691	24.208
1.9565	25.62	25.864	25.358
1.9575	23.3	23.515	23.055
1.9585	26.79	27.045	26.517
1.9595	25.63	25.871	25.365
1.9605	22.14	22.347	21.911
1.9615	30.29	30.577	29.98
1.9625	25.64	25.877	25.372
1.9635	23.31	23.531	23.072
1.9645	22.15	22.353	21.916
1.9655	13.99	14.12	13.844
1.9665	20.98	21.179	20.765
1.9675	26.82	27.066	26.538
1.9685	20.99	21.185	20.772
1.9695	25.65	25.893	25.388
1.9705	29.16	29.43	28.856
1.9715	24.49	24.719	24.237
1.9725	31.49	31.788	31.168
1.9735	25.67	25.905	25.4
1.9745	19.83	20.015	19.625
1.9755	18.67	18.844	18.476
1.9765	23.34	23.555	23.096
1.9775	23.34	23.553	23.094
1.9785	23.34	23.562	23.103
1.9795	23.34	23.561	23.102
1.9805	23.34	23.562	23.104
1.9815	23.35	23.564	23.106
1.9825	23.34	23.563	23.105
1.9835	23.35	23.572	23.114
1.9845	23.35	23.571	23.113
1.9855	23.35	23.572	23.114
1.9865	23.36	23.575	23.117
1.9875	23.36	23.573	23.116
1.9885	23.36	23.582	23.124
1.9895	30.37	30.655	30.06
1.9905	28.03	28.297	27.748
1.9915	23.37	23.588	23.13
1.9925	30.38	30.659	30.064
1.9935	26.88	27.131	26.604
1.9945	23.37	23.591	23.134
1.9955	26.88	27.129	26.603
1.9965	24.55	24.776	24.296
1.9975	23.38	23.598	23.14
1.9985	19.88	20.063	19.674
1.9995	10.52	10.62	10.4
2.0005	16.37	16.522	16.202
2.0015	22.21	22.422	21.988
2.0025	21.05	21.248	20.836
2.0035	24.57	24.795	24.315
2.0045	24.56	24.788	24.308
2.0055	23.4	23.617	23.16
2.0065	24.57	24.798	24.318
2.0075	19.89	20.075	19.686
2.0085	19.89	20.076	19.687
2.0095	21.06	21.261	20.85
2.0105	25.75	25.989	25.486
2.0115	25.74	25.985	25.483
2.0125	12.88	12.999	12.747
2.0135	12.88	12.996	12.745
2.0145	19.9	20.086	19.698
2.0155	22.25	22.455	22.021
2.0165	25.76	26.003	25.5
2.0175	22.25	22.456	22.022
2.0185	29.27	29.547	28.976
2.0195	17.57	17.737	17.394
2.0205	23.43	23.645	23.189
2.0215	23.43	23.645	23.189
2.0225	22.26	22.469	22.036
2.0235	14.06	14.192	13.918
2.0245	9.37	9.46	9.28
2.0255	21.1	21.295	20.884
2.0265	18.75	18.925	18.56
2.0275	23.44	23.658	23.202
2.0285	21.1	21.297	20.886
2.0295	25.79	26.033	25.531
2.0305	25.79	26.035	25.534
2.0315	21.1	21.298	20.887
2.0325	23.46	23.674	23.218
2.0335	25.8	26.042	25.541
2.0345	23.45	23.673	23.217
2.0355	24.63	24.862	24.383
2.0365	24.63	24.864	24.386
2.0375	22.29	22.494	22.061
2.0385	26.99	27.24	26.715
2.0395	28.16	28.424	27.877
2.0405	26.99	27.244	26.72
2.0415	25.81	26.055	25.554
2.0425	29.34	29.617	29.048
2.0435	19.95	20.14	19.752
2.0445	19.95	20.14	19.753
2.0455	25.83	26.07	25.569
2.0465	23.48	23.7	23.245
2.0475	12.92	13.036	12.786
2.0485	11.74	11.854	11.626
2.0495	27.01	27.263	26.739
2.0505	9.4	9.48	9.3
2.0515	28.19	28.454	27.908
2.0525	29.37	29.643	29.075
2.0535	22.32	22.531	22.099
2.0545	21.14	21.341	20.932
2.0555	23.5	23.722	23.268
2.0565	23.5	23.721	23.267
2.0575	27.03	27.279	26.756
2.0585	24.68	24.913	24.436
2.0595	27.04	27.29	26.768
2.0605	22.33	22.54	22.109
2.0615	31.74	32.039	31.426
2.0625	23.52	23.737	23.283
2.0635	23.52	23.736	23.282
2.0645	23.52	23.736	23.282
2.0655	24.7	24.928	24.452
2.0665	23.53	23.746	23.292
2.0675	25.87	26.115	25.616
2.0685	23.53	23.747	23.293
2.0695	20	20.19	19.804
2.0705	23.53	23.749	23.295
2.0715	27.06	27.316	26.795
2.0725	23.54	23.759	23.305
2.0735	23.54	23.757	23.304
2.0745	23.54	23.757	23.304
2.0755	23.55	23.765	23.312
2.0765	23.54	23.764	23.31
2.0775	23.54	23.764	23.311
2.0785	23.55	23.768	23.315
2.0795	23.55	23.774	23.321
2.0805	24.73	24.956	24.481
2.0815	21.2	21.401	20.994
2.0825	21.2	21.4	20.992
2.0835	25.91	26.153	25.655
2.0845	20.03	20.213	19.829
2.0855	24.75	24.977	24.502
2.0865	21.21	21.408	21
2.0875	25.92	26.162	25.665
2.0885	23.57	23.789	23.337
2.0895	24.76	24.986	24.511
2.0905	21.21	21.41	21.003
2.0915	24.76	24.987	24.512
2.0925	15.33	15.47	15.177
2.0935	15.33	15.468	15.175
2.0945	24.76	24.993	24.519
2.0955	18.87	19.046	18.684
2.0965	33.03	33.332	32.7
2.0975	18.87	19.044	18.683
2.0985	24.77	25.002	24.528
2.0995	23.6	23.816	23.365
2.1005	24.77	25.001	24.527
2.1015	22.42	22.629	22.2
2.1025	25.96	26.204	25.708
2.1035	22.42	22.627	22.199
2.1045	22.43	22.635	22.206
2.1055	23.61	23.826	23.375
2.1065	31.87	32.165	31.557
2.1075	21.25	21.448	21.042
2.1085	21.25	21.45	21.044
2.1095	23.62	23.838	23.387
2.1105	25.98	26.216	25.721
2.1115	23.62	23.839	23.388
2.1125	20.08	20.268	19.885
2.1135	22.44	22.648	22.22
2.1145	28.35	28.616	28.076
2.1155	10.63	10.732	10.529
2.1165	20.08	20.27	19.888
2.1175	24.82	25.045	24.573
2.1185	20.09	20.279	19.897
2.1195	24.82	25.05	24.578
2.1205	26	26.24	25.746
2.1215	22.46	22.669	22.242
2.1225	24.83	25.057	24.585
2.1235	10.64	10.737	10.535
2.1245	13.01	13.13	12.883
2.1255	20.1	20.288	19.907
2.1265	23.65	23.869	23.42
2.1275	17.74	17.906	17.569
2.1285	23.66	23.879	23.43
2.1295	20.1	20.291	19.91
2.1305	23.66	23.883	23.435
2.1315	22.48	22.69	22.264
2.1325	18.93	19.109	18.75
2.1335	23.66	23.881	23.432
2.1345	23.67	23.892	23.444
2.1355	21.31	21.503	21.099
2.1365	18.94	19.112	18.753
2.1375	18.94	19.118	18.76
2.1385	23.68	23.901	23.453
2.1395	24.86	25.09	24.619
2.1405	18.95	19.123	18.765
2.1415	21.32	21.514	21.111
2.1425	23.69	23.91	23.462
2.1435	24.87	25.099	24.629
2.1445	27.24	27.497	26.982
2.1455	22.51	22.719	22.294
2.1465	22.51	22.716	22.291
2.1475	21.33	21.53	21.127
2.1485	22.51	22.722	22.297
2.1495	26.07	26.31	25.818
2.1505	21.34	21.536	21.133
2.1515	20.15	20.337	19.957
2.1525	23.71	23.926	23.479
2.1535	26.08	26.326	25.834
2.1545	29.64	29.918	29.36
2.1555	24.9	25.133	24.663
2.1565	22.53	22.737	22.313
2.1575	22.54	22.744	22.32
2.1585	20.16	20.35	19.97
2.1595	22.53	22.743	22.319
2.1605	22.54	22.751	22.326
2.1615	18.98	19.16	18.803
2.1625	24.91	25.143	24.674
2.1635	26.11	26.354	25.863
2.1645	24.92	25.15	24.681
2.1655	24.93	25.159	24.691
2.1665	24.93	25.156	24.688
2.1675	20.18	20.366	19.988
2.1685	28.49	28.757	28.222
2.1695	21.37	21.565	21.164
2.1705	23.75	23.971	23.526
2.1715	23.75	23.973	23.528
2.1725	17.81	17.972	17.638
2.1735	21.39	21.585	21.184
2.1745	24.94	25.173	24.706
2.1755	21.38	21.577	21.176
2.1765	26.14	26.385	25.896
2.1775	22.58	22.786	22.364
2.1785	20.2	20.387	20.009
2.1795	22.58	22.785	22.363
2.1805	23.77	23.993	23.549
2.1815	22.59	22.795	22.372
2.1825	24.95	25.185	24.719
2.1835	21.4	21.598	21.198
2.1845	21.41	21.607	21.207
2.1855	24.96	25.192	24.726
2.1865	26.17	26.41	25.921
2.1875	21.41	21.606	21.206
2.1885	22.6	22.81	22.388
2.1895	23.79	24.008	23.564
2.1905	23.79	24.008	23.565
2.1915	19.04	19.217	18.862
2.1925	23.79	24.014	23.571
2.1935	29.75	30.026	29.472
2.1945	20.23	20.418	20.041
2.1955	26.18	26.418	25.93
2.1965	26.19	26.434	25.946
2.1975	19.04	19.221	18.866
2.1985	27.39	27.642	27.132
2.1995	34.52	34.839	34.196
2.2005	22.63	22.835	22.414
2.2015	22.63	22.837	22.416
2.2025	25.01	25.24	24.775
2.2035	25.01	25.241	24.776
2.2045	25.02	25.25	24.786
2.2055	22.63	22.84	22.42
2.2065	19.06	19.237	18.883
2.2075	17.88	18.042	17.71
2.2085	23.83	24.05	23.608
2.2095	25.02	25.255	24.79
2.2105	22.65	22.856	22.436
2.2115	23.84	24.062	23.621
2.2125	20.26	20.447	20.072
2.2135	25.04	25.271	24.808
2.2145	23.85	24.069	23.628
2.2155	26.22	26.467	25.982
2.2165	21.47	21.664	21.267
2.2175	28.63	28.896	28.366
2.2185	22.65	22.86	22.441
2.2195	25.05	25.286	24.822
2.2205	26.25	26.493	26.008
2.2215	22.67	22.88	22.461
2.2225	27.44	27.69	27.183
2.2235	21.48	21.678	21.282
2.2245	26.25	26.496	26.011
2.2255	20.29	20.479	20.104
2.2265	27.45	27.707	27.2
2.2275	25.07	25.305	24.842
2.2285	16.71	16.86	16.552
2.2295	25.08	25.309	24.847
2.2305	23.88	24.105	23.665
2.2315	25.08	25.308	24.846
2.2325	19.11	19.284	18.932
2.2335	26.28	26.518	26.034
2.2345	22.7	22.908	22.49
2.2355	25.09	25.318	24.856
2.2365	19.12	19.298	18.946
2.2375	23.89	24.114	23.674
2.2385	21.51	21.704	21.308
2.2395	19.13	19.304	18.952
2.2405	25.1	25.336	24.874
2.2415	25.09	25.325	24.863
2.2425	23.91	24.133	23.693
2.2435	33.47	33.783	33.168
2.2445	23.92	24.137	23.698
2.2455	25.11	25.342	24.881
2.2465	23.92	24.142	23.703
2.2475	22.73	22.936	22.519
2.2485	37.07	37.416	36.735
2.2495	20.34	20.523	20.15
2.2505	22.73	22.942	22.526
2.2515	20.33	20.522	20.149
2.2525	22.74	22.947	22.53
2.2535	23.94	24.158	23.719
2.2545	22.74	22.946	22.529
2.2555	21.55	21.744	21.35
2.2565	23.94	24.165	23.726
2.2575	22.75	22.958	22.541
2.2585	23.94	24.164	23.726
2.2595	22.75	22.962	22.546
2.2605	19.16	19.335	18.984
2.2615	25.15	25.38	24.92
2.2625	17.96	18.128	17.8
2.2635	26.36	26.601	26.12
2.2645	23.96	24.177	23.74
2.2655	17.97	18.134	17.805
2.2665	20.37	20.556	20.184
2.2675	21.58	21.776	21.382
2.2685	28.76	29.021	28.496
2.2695	21.57	21.773	21.38
2.2705	25.17	25.401	24.942
2.2715	22.77	22.983	22.568
2.2725	26.38	26.624	26.143
2.2735	23.98	24.204	23.767
2.2745	22.78	22.989	22.574
2.2755	22.79	22.997	22.582
2.2765	27.58	27.838	27.336
2.2775	22.79	22.996	22.581
2.2785	22.79	23.004	22.589
2.2795	21.59	21.794	21.401
2.2805	30	30.273	29.728
2.2815	20.39	20.581	20.21
2.2825	18	18.17	17.843
2.2835	28.8	29.069	28.546
2.2845	24	24.223	23.788
2.2855	22.81	23.019	22.605
2.2865	15.61	15.752	15.468
2.2875	21.61	21.805	21.413
2.2885	31.22	31.509	30.943
2.2895	36.02	36.358	35.704
2.2905	25.22	25.456	24.999
2.2915	19.21	19.387	19.039
2.2925	24.03	24.248	23.812
2.2935	20.42	20.609	20.239
2.2945	24.02	24.246	23.812
2.2955	24.03	24.255	23.82
2.2965	24.03	24.25	23.815
2.2975	24.03	24.253	23.819
2.2985	24.04	24.262	23.827
2.2995	25.24	25.478	25.022
2.3005	20.43	20.618	20.249
2.3015	22.84	23.054	22.641
2.3025	28.86	29.122	28.601
2.3035	19.24	19.421	19.074
2.3045	24.04	24.262	23.828
2.3055	22.85	23.063	22.65
2.3065	16.84	16.997	16.693
2.3075	22.85	23.062	22.65
2.3085	24.06	24.285	23.851
2.3095	21.66	21.856	21.466
2.3105	24.06	24.284	23.85
2.3115	19.25	19.429	19.082
2.3125	22.87	23.078	22.667
2.3135	22.87	23.08	22.669
2.3145	22.87	23.077	22.666
2.3155	31.3	31.591	31.028
2.3165	21.67	21.871	21.481
2.3175	25.28	25.516	25.062
2.3185	21.67	21.875	21.486
2.3195	22.88	23.094	22.683
2.3205	24.08	24.307	23.874
2.3215	21.68	21.882	21.492
2.3225	26.5	26.744	26.268
2.3235	27.71	27.964	27.467
2.3245	21.69	21.89	21.501
2.3255	22.9	23.107	22.697
2.3265	18.07	18.24	17.916
2.3275	30.12	30.402	29.863
2.3285	24.11	24.332	23.9
2.3295	21.7	21.898	21.51
2.3305	27.72	27.976	27.48
2.3315	28.94	29.21	28.693
2.3325	19.29	19.468	19.123
2.3335	31.35	31.637	31.077
2.3345	21.71	21.908	21.521
2.3355	22.91	23.128	22.72
2.3365	22.92	23.13	22.722
2.3375	22.91	23.127	22.719
2.3385	22.92	23.134	22.727
2.3395	22.92	23.137	22.729
2.3405	22.92	23.134	22.726
2.3415	22.93	23.141	22.734
2.3425	22.93	23.144	22.736
2.3435	22.93	23.141	22.733
2.3445	22.94	23.148	22.741
2.3455	22.93	23.143	22.736
2.3465	18.11	18.281	17.96
2.3475	21.73	21.93	21.544
2.3485	24.15	24.378	23.949
2.3495	28.98	29.253	28.738
2.3505	24.15	24.377	23.948
2.3515	21.74	21.944	21.558
2.3525	15.71	15.851	15.572
2.3535	18.12	18.29	17.968
2.3545	24.16	24.385	23.956
2.3555	25.38	25.616	25.165
2.3565	21.75	21.95	21.564
2.3575	18.13	18.302	17.98
2.3585	24.18	24.402	23.973
2.3595	19.34	19.519	19.176
2.3605	26.59	26.836	26.364
2.3615	24.18	24.409	23.98
2.3625	26.61	26.855	26.384
2.3635	21.76	21.966	21.58
2.3645	22.98	23.195	22.787
2.3655	22.98	23.197	22.79
2.3665	22.98	23.194	22.787
2.3675	22.99	23.202	22.794
2.3685	22.99	23.204	22.797
2.3695	22.99	23.206	22.799
2.3705	22.99	23.203	22.796
2.3715	23	23.211	22.804
2.3725	24.2	24.429	24
2.3735	27.84	28.101	27.608
2.3745	29.06	29.326	28.812
2.3755	25.42	25.659	25.21
2.3765	24.21	24.44	24.012
2.3775	21.8	22.001	21.616
2.3785	23.01	23.227	22.82
2.3795	23.01	23.223	22.817
2.3805	23.02	23.231	22.825
2.3815	27.87	28.13	27.638
2.3825	18.17	18.339	18.019
2.3835	21.81	22.009	21.624
2.3845	20.61	20.799	20.436
2.3855	37.57	37.922	37.259
2.3865	21.81	22.015	21.631
2.3875	21.82	22.023	21.638
2.3885	26.67	26.917	26.447
2.3895	23.03	23.246	22.841
2.3905	23.04	23.254	22.849
2.3915	31.53	31.825	31.27
2.3925	23.04	23.259	22.853
2.3935	23.04	23.255	22.85
2.3945	23.05	23.263	22.858
2.3955	23.05	23.265	22.86
2.3965	23.05	23.262	22.857
2.3975	23.05	23.27	22.865
2.3985	23.06	23.272	22.868
2.3995	23.05	23.269	22.864
2.4005	23.06	23.277	22.872
2.4015	23.06	23.279	22.875
2.4025	31.56	31.852	31.299
2.4035	24.27	24.503	24.077
2.4045	23.07	23.286	22.882
2.4055	12.15	12.261	12.048
2.4065	23.07	23.285	22.881
2.4075	25.5	25.74	25.293
2.4085	24.29	24.522	24.097
2.4095	23.07	23.292	22.888
2.4105	26.73	26.982	26.515
2.4115	23.08	23.302	22.898
2.4125	23.07	23.292	22.888
2.4135	17.01	17.175	16.878
2.4145	18.23	18.405	18.086
2.4155	25.52	25.76	25.314
2.4165	21.88	22.088	21.706
2.4175	20.66	20.86	20.498
2.4185	19.45	19.633	19.293
2.4195	34.04	34.363	33.768
2.4205	27.97	28.231	27.742
2.4215	26.76	27.012	26.545
2.4225	21.89	22.094	21.712
2.4235	27.97	28.239	27.751
2.4245	18.25	18.423	18.105
2.4255	19.46	19.642	19.303
2.4265	23.12	23.337	22.934
2.4275	24.34	24.569	24.145
2.4285	21.9	22.112	21.73
2.4295	21.9	22.109	21.728
2.4305	26.78	27.036	26.57
2.4315	23.13	23.349	22.946
2.4325	21.91	22.116	21.734
2.4335	20.7	20.893	20.533
2.4345	24.35	24.586	24.163
2.4355	19.48	19.662	19.323
2.4365	23.14	23.36	22.958
2.4375	21.92	22.132	21.751
2.4385	23.14	23.365	22.963
2.4395	25.58	25.823	25.379
2.4405	19.49	19.676	19.338
2.4415	14.62	14.76	14.507
2.4425	26.81	27.062	26.597
2.4435	24.38	24.608	24.185
2.4445	21.94	22.147	21.767
